ADA-USD,ATOM-USD,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
0.049453001,3.666712999,316.6441345,18.79913139,8820.522461,1.003746033,0.998542011,0.002339,7.680284023,225.6802673,6.34577322,0.000272,0.927402973,3.600724936,61.01430893,0.018382,5.680653095,0.016477,1.001871943,8802.853516,0.059303001,70.88343048,0.230850995
0.049685001,3.687254906,323.285675,19.12256813,8784.494141,0.99950701,0.996900022,0.002324,7.684704781,226.7533875,5.596157074,0.000289,0.948677003,3.948595047,61.50788498,0.019605,5.530454159,0.016938001,0.998795986,8792.711914,0.060010999,69.82261658,0.237115994
0.048616,3.536417961,313.627533,18.85483742,8672.455078,0.996101975,1.008273959,0.002289,7.437551975,226.760498,4.214341164,0.000275,0.953979015,4.161910057,59.76395798,0.020027,5.625503063,0.017055999,0.996501982,8694.623047,0.058304999,68.14650726,0.236295998
0.047541,3.479353905,308.3262329,19.58409119,8599.508789,1.006382942,0.996330976,0.002235,7.407479763,219.8485107,4.241772175,0.000283,0.964595973,4.108541012,58.54326248,0.020341,5.860074043,0.016628999,1.005525947,8562.348633,0.057456002,66.48853302,0.231193006
0.045931999,3.368274927,313.3034668,18.96323204,8562.454102,1.00197804,0.999518991,0.002275,7.762577057,218.9705963,4.402208805,0.000267,0.956604004,3.879533052,57.95668793,0.019451,5.468658924,0.016499,1.001273036,8573.798828,0.056251999,64.73641968,0.228845999
0.048953,3.684762001,336.7932739,19.81406403,8869.669922,0.994958997,1.003432035,0.002349,8.400863647,230.5697784,4.136983871,0.000252,0.954952002,4.215006828,60.99554825,0.021232,5.741954803,0.017495001,0.993960023,8926.313477,0.059206001,68.48241425,0.238747001
0.048760999,3.629734039,329.2382507,19.63718987,8787.786133,1.002478957,0.999384999,0.002499,8.497455597,224.4796295,4.192389011,0.000261,0.95442301,4.583631992,61.14447784,0.023476001,5.483264923,0.017271001,1.002400041,8809.058594,0.058352001,66.02856445,0.234381005
0.049004,3.742063046,319.2500916,19.95918846,8755.246094,1.000036001,1.002614975,0.002398,7.952630997,224.5179749,4.295105934,0.000253,0.952450991,4.644871235,60.38241959,0.025079999,5.407456875,0.017711001,0.998961985,8731.426758,0.058593001,65.83587646,0.234530002
0.051057,3.760673046,337.244812,20.80203056,9078.762695,1.001484036,1.009739041,0.002506,8.199104309,229.2681885,4.502027988,0.000194,0.964156985,4.721253872,62.04545975,0.026428999,5.468357086,0.017891999,1.002864003,9121.277344,0.059758,68.63238525,0.239582002
0.051447999,3.844146013,348.8934937,21.28838921,9122.545898,0.996697009,1.017148018,0.002496,8.195196152,243.5252991,4.091938972,0.000252,0.963558018,4.678497791,63.02560043,0.024844,5.498838902,0.018236,0.997174978,9108.235352,0.061181001,68.91769409,0.244087994
0.048944999,3.62084794,330.8061218,20.17956734,8909.954102,1.000074983,0.995334029,0.002405,7.819402218,237.8530884,4.253172874,0.000278,0.967449009,4.344593048,60.54631042,0.026827,5.335776806,0.017049,1.000234962,8887.204102,0.058409002,65.4382019,0.237070993
0.043290999,3.104793072,276.1997986,16.97406578,8108.116211,1.009132028,0.977400005,0.002187,6.493784904,200.6890564,4.109177113,0.000269,0.992102027,4.089671135,51.72859955,0.021493001,4.72978878,0.014866,1.007253051,8154.008301,0.050744001,56.37176895,0.206903994
0.041482002,3.011631966,273.2071228,16.57074356,7923.644531,1.000481009,1.005668998,0.002214,6.925569057,201.9863281,4.444530964,0.000275,0.97914201,4.063914776,50.16814804,0.020443,4.554767132,0.014988,1.000576019,7989.29834,0.05192,55.25153351,0.209180996
0.041494999,3.07428503,271.7152405,16.87565422,7909.729492,1.001973987,0.995730996,0.002207,6.811056137,200.7672424,3.955514908,0.000262,0.984782994,4.08493185,50.25638962,0.020617999,4.546307087,0.015106,1.001131058,7919.606934,0.051989,54.95383835,0.212235004
0.039648999,2.975730896,266.8554688,16.52483368,7911.430176,0.997419,1.002210021,0.002184,6.577289104,194.8685303,3.86679101,0.000261,0.98329401,3.817517042,48.46378326,0.018957,4.47806406,0.014835,0.997561991,7996.486328,0.050386999,54.11237335,0.208095998
0.023961,1.649202943,152.2249908,9.600166321,4970.788086,1.052356005,1.035439968,0.001537,3.963946104,112.3471222,3.98034811,0.000262,0.986388981,2.064779043,30.93088341,0.009283,2.672332048,0.008792,1.044172049,4946.042969,0.033441,33.01032257,0.139634997
0.028437,1.805444956,176.4947205,10.8330574,5563.707031,0.993113995,1.092951059,0.001738,4.846123219,133.2018127,4.75201416,0.00022,0.941887975,2.421134949,37.43795395,0.010745,3.182426929,0.010244,0.992285013,5599.32666,0.039531,36.83537292,0.159352005
0.026009001,1.83624804,167.5847168,10.14044857,5200.366211,1.002120972,0.998534024,0.001666,4.625739098,123.3060226,3.575419903,0.000215,0.938224971,2.143517971,34.39658737,0.009872,3.143109083,0.009762,1.002238989,5211.328613,0.037296999,36.21841049,0.147292003
0.02712,1.937005043,178.3112793,10.43601799,5392.314941,1.005300045,1.034466982,0.001685,5.056344986,125.2143021,2.847058058,0.000335,0.902884007,2.109210968,36.43709183,0.009926,3.736603022,0.010344,1.004372954,5418.411133,0.038282,38.07060623,0.153901994
0.024121,1.667739034,170.7366486,9.386050224,5014.47998,0.995687008,1.029217005,0.001587,4.448967934,110.6058731,2.427773952,0.000263,0.877808988,1.779876947,32.87621689,0.008096,3.399279118,0.009561,0.994781017,5037.253906,0.035161,33.81647873,0.141063005
0.025242999,1.732555985,180.3263855,10.07717514,5225.629395,0.972539008,0.993449986,0.001587,4.52649498,113.942749,2.627526045,0.000287,0.908609986,1.842805028,33.56386948,0.009089,3.481247902,0.009885,0.973109007,5191.041016,0.036819998,35.36676025,0.144523993
0.025335999,1.755139947,179.0923309,10.11913681,5238.438477,0.970005989,0.994118989,0.001566,4.472723007,114.8422699,5.670361042,0.000284,0.949205995,1.887699962,33.6841774,0.008864,3.524199009,0.009934,0.970897019,5331.240234,0.035978999,35.92200089,0.143099993
0.030451,2.064457893,221.2685547,12.2796402,6191.192871,1.000393987,1.023468971,0.001773,5.058726788,136.5938568,5.851429939,0.000359,0.990480006,2.246665955,39.0737648,0.011258,4.171594143,0.011668,0.998615026,6197.005859,0.041494001,41.10357285,0.165037006
0.029368,2.163002014,214.424942,11.87586689,6198.77832,0.997367978,0.992461026,0.001773,4.925813198,132.7371674,5.545170784,0.000433,0.989039004,2.247900009,38.13195419,0.010832,4.38603878,0.011246,0.996437013,6240.132324,0.039919,40.11810684,0.156867996
0.029414,2.158087969,219.3675079,12.05799103,6185.066406,1.00069499,1.006428003,0.001785,5.010635853,132.8187103,5.19588089,0.000418,0.99752897,2.271615028,38.34232712,0.011187,4.374595165,0.011229,1.000607967,6208.299805,0.039616,41.14939117,0.158179
0.027089,1.924432993,203.672287,11.15822792,5830.254883,1.000046015,0.971301973,0.001731,4.618292809,123.3211517,5.131250858,0.00041,1.004022956,1.988865018,35.62805557,0.010057,4.008130074,0.010365,0.994104028,5849.928223,0.037198,38.34322739,0.150214002
0.029082,2.09322691,219.3304749,12.11771488,6416.314941,0.990559995,1.036931038,0.001805,4.950095177,134.9116058,5.107553005,0.000409,1.012995958,2.237792969,38.76576614,0.011116,4.264081001,0.011284,0.989389002,6495.334473,0.03926,44.14022446,0.157418996
0.030162999,2.140748024,227.2460938,12.40122032,6734.803711,0.996671975,1.004994035,0.001851,5.06487608,138.7614441,3.183144093,0.000436,1.010697961,2.307897091,40.49064636,0.011283,4.360775948,0.011513,0.994602025,6737.180664,0.040305,47.18072128,0.162255004
0.029438,2.079705954,220.4403534,12.32429981,6681.062988,0.996131003,1.002850056,0.001834,5.022736073,136.1958923,3.031826973,0.00045,1.008273959,2.259675026,39.15122223,0.011445,4.35481596,0.011385,0.995455027,6713.250977,0.040578999,47.04867935,0.161633
0.030727001,2.170453072,226.8231201,13.21761131,6716.44043,0.995483994,1.016363025,0.001842,5.078555107,138.361557,3.500730038,0.000524,1.008082032,2.295137882,40.16059875,0.011849,4.284245968,0.011871,0.993813992,6786.982422,0.042537998,50.18830109,0.175018996
0.029301001,2.026573896,217.5833435,12.52325726,6469.79834,1.013924003,0.999468982,0.001807,5.020265102,133.9379425,3.506578922,0.000488,1.015912056,2.174971104,38.9184761,0.010989,4.215405941,0.011427,1.011517048,6494.302734,0.041172002,48.44861221,0.176194996
0.029771,1.974846005,214.2246704,12.19311333,6242.193848,0.997455001,1.003044963,0.001778,4.809776783,130.986496,2.641999006,0.00045,1.014469028,2.136710882,38.87375641,0.010646,4.150380135,0.011402,0.995121002,6278.901367,0.039956,47.13276291,0.175782993
0.028248999,1.862776041,206.463501,11.44122124,5922.042969,1.00245595,0.981289029,0.001723,4.842806816,125.5837326,2.647536993,0.000411,1.015329957,2.025167942,37.33254242,0.010094,3.915874004,0.010749,0.997052014,5943.342773,0.038129002,44.10895157,0.163828999
0.029873,1.975713015,221.5381012,12.2868433,6429.841797,1.00426805,1.019008994,0.001831,4.968619823,132.904541,3.025232077,0.000427,1.040763021,2.153320074,39.13829041,0.010778,4.170231819,0.011509,1.002408028,6418.594238,0.040208999,46.78462219,0.172170997
0.030553,1.959177017,219.627594,12.58160591,6438.644531,1.00120604,1.01097405,0.001811,4.947474003,133.5935669,4.123717785,0.00044,1.044435024,2.270344019,39.29910278,0.011043,4.321382046,0.011625,0.998234987,6483.638184,0.040846001,47.77856445,0.174563006
0.030855,1.979208946,224.0209503,12.7416029,6606.776367,0.996243,1.022712946,0.001867,5.026666164,135.634552,3.54705596,0.000433,1.049052,2.278259993,39.3808136,0.011282,4.396196842,0.011575,1.00019598,6614.352051,0.040816002,48.51173401,0.175322995
0.031984001,1.985262036,232.6527863,13.06663895,6793.624512,0.999100029,1.019235015,0.001882,5.103890896,142.0291443,3.527398109,0.000449,1.042080998,2.301708937,39.8741684,0.011552,4.49754715,0.011975,0.998239994,6850.597168,0.041303001,50.75583267,0.178639993
0.032295,1.980517983,235.8133392,13.37300777,6733.387207,1.000962019,1.002333045,0.001853,5.1265378,142.0913086,3.847048998,0.000442,1.035485029,2.305067062,40.35913467,0.011578,4.520626068,0.011905,0.998115003,6829.44043,0.041570999,52.9485054,0.179466993
0.032504998,2.026228905,238.8193359,13.82452774,6867.527344,1.000295043,1.01730001,0.00188,5.168713093,145.2193909,4.821656227,0.000442,1.033964038,2.326212883,40.67555618,0.011782,4.723369122,0.011998,1.000540972,6899.432129,0.041942999,54.27944183,0.181731999
0.032003,2.06658411,231.9979858,13.7341156,6791.129395,1.000174046,1.010208011,0.001865,5.045292854,143.5466461,4.025808811,0.000437,1.031334996,2.277324915,40.67013931,0.011454,4.692675114,0.012603,0.999247015,6832.925293,0.043488,53.49059677,0.179406002
0.035615999,2.382056952,255.9195099,15.08452129,7271.78125,0.991833985,1.049618006,0.00198,5.566810131,169.1358795,5.00643301,0.000523,1.025369048,2.513413906,44.39112091,0.013362,4.789402962,0.013658,0.991527021,7385.227539,0.049474001,58.37818146,0.195506006
